delta_NIM,delta_OAIENC,delta_RWAJT,delta_AVASSETJ,delta_LIAB,delta_INTINC,delta_ASSET2,delta_ROE,delta_ASSET,delta_EQUPTOT,delta_LIABEQ,delta_UC,delta_UCLN,delta_ERNAST,delta_EQTOT,delta_EQV,delta_RBCT1J,delta_RBC1AAJ,delta_EQ,delta_RBCRWAJ,FAIL?
1.392180818570556,1.2352941176470589,1.2246790973766961,1.1130649841288387,1.202041770890529,1.4073701842546065,1.1308614945264162,1.0102439024390244,1.2098478366010639,2.366497461928934,1.2098478366010639,1.277188063288604,1.277188063288604,1.2171789373361923,1.293565976008724,1.0691676436107855,1.3921173762945915,1.2511078286558348,1.293565976008724,1.1161137440758295,1.0
0.18295218295218296,0.6757575757575758,0.9890253381004196,0.9856777853308644,1.0018331805682859,0.21690767519466075,0.9940084655340204,10.199274166941603,0.985618924932662,0.4425566343042071,0.9856420105869678,0.7938116831154974,0.7938116831154974,0.967728737278167,0.4425566343042071,0.4498269896193772,0.6485655737704918,0.6572052401746724,0.4425566343042071,0.7042253521126761,1.0
2.1320754716981134,0.8787878787878788,0.9759363215369308,1.0150619109221954,0.942149599106871,2.090909090909091,0.8940184664793256,0.9968091421786882,0.937645011600928,1.0732404430153626,0.937645011600928,0.4670280036133695,0.4670280036133695,0.9543978349120432,0.8472505091649695,0.9031578947368422,0.8472505091649695,0.8348017621145375,0.8472505091649695,0.8905608755129959,1.0
1.4820895522388058,0.8346666666666667,1.0357502517623365,1.0523634599390077,1.0547779569104498,1.5040214477211795,1.040527092412752,-0.3396537510305029,1.042848480765344,0.24149659863945575,1.042848480765344,0.9652351738241308,0.9652351738241308,1.0402045958855166,0.9068504594820384,0.8697270471464019,0.9121287128712872,0.8666666666666667,0.9068504594820384,0.9011473962930274,1.0
1.5080160320641285,1.127382146439318,1.014687349871542,1.0151434938379522,1.0023089107847611,1.5134328358208955,1.0139154849792806,0.9509943181818182,1.0045161840071088,1.1257901390644751,1.0045161840071088,0.16126042632066728,0.16126042632066728,0.9923333551383527,1.0259960809928153,1.0214592274678111,1.0300703774792066,1.0145530145530146,1.0259960809928153,1.0134498991257566,1.0
1.5222857142857142,0.8484848484848485,0.9124207702244852,0.934922897499028,0.9341000443433608,1.5014965081476557,0.9688334875905029,1.3876632147681225,0.9296238674842134,1.191557640088867,0.9296238674842134,0.9742248785954428,0.9742248785954428,0.9494376344551768,0.8820668693009118,0.9488372093023256,0.9428856051801427,1.008974358974359,0.8820668693009118,1.028812368236121,1.0
1.3529173419773095,1.055187637969095,1.0267184199390584,1.0413276890952865,1.017831795599716,1.3463558076034448,1.01204600929927,0.7109266943291839,1.0101689576818376,0.944566894423628,1.0101689576818376,0.7026064663153397,0.7026064663153397,1.0165417485203772,0.9496698018811288,0.9403914590747332,0.9689471130519164,0.9302721088435374,0.9496698018811288,0.951310861423221,1.0
0.18967052537845056,0.7692307692307693,0.8723943319281283,0.9346788194444444,0.9600364024848652,0.20727580372250426,0.951480112700794,2.582063305978898,0.9461866626749494,1.104415711149061,0.9461866626749494,0.928303772170872,0.928303772170872,0.9567780776416857,0.704623878536922,0.7453874538745388,0.7215017064846416,0.7716981132075472,0.704623878536922,0.8558659217877096,1.0
1.897058823529412,1.0576923076923077,1.0021709702960182,0.9623402824478816,0.9337099811676084,1.922619047619048,0.9392373785589936,0.9715858375483488,0.9270653301071552,1.210843373493976,0.9270653301071552,1.170731707317073,1.170731707317073,0.9138809494221448,0.8529411764705882,0.919805589307412,0.8529411764705882,0.88625,0.8529411764705882,0.8607983623336746,1.0
2.1922508619274343,0.6193456105846594,0.9968709952337363,0.9337057237219518,0.9258172142279693,3.1711292962356787,0.9899444967233344,0.27153404429860545,0.9317840993797556,0.9678988884611288,0.9317840993797556,1.2026006227132575,1.2026006227132575,0.8514891709294676,0.9728475123499132,1.0441292356185974,1.0001177440244908,1.0618301731244848,0.9728475123499132,0.9692645444566412,1.0
8.493975903614459,0.8,0.9455242584693014,1.009400299274834,1.05151732163638,7.901098901098901,1.1206204599269576,4.740869565217392,1.0166426273160991,14.226415094339625,1.0166426273160991,0.5298360655737705,0.5298360655737705,1.0149646021450676,0.8507558015754737,0.8370754173862981,0.7970975544208546,0.7892156862745098,0.8507558015754737,0.8544536271808998,1.0
1.0975530444679291,0.8954567659990229,1.0115139572345386,1.015883620230953,1.0274041773311846,1.1611306101112688,1.027217068734616,1.0303030303030305,1.0229219176195392,0.813751655694601,1.0229219176195392,1.0451172086825835,1.0451172086825835,0.9589661214953272,0.9620671311391016,0.9402332361516036,1.0122369198599936,0.9969230769230769,0.9620671311391016,1.00278293135436,1.0
0.7920892494929006,0.6477987421383647,0.8832428849579518,0.9072559012875536,0.92537862079106,0.8625626342161775,0.8644361503599041,-177.66666666666663,0.9173201730665224,103.3,0.9173201730665224,0.29577464788732394,0.29577464788732394,0.8951664025356577,0.8252100840336134,0.9004975124378111,0.8252100840336134,0.9097744360902256,0.8252100840336134,0.94429469901168,1.0
1.149333333333333,2.370843989769821,0.972649462264594,1.0303807909086744,1.0281062442055269,1.0647668393782384,1.052157174285016,1.2197452229299364,1.0340949982007916,1.1167914438502673,1.0340949982007916,0.8759305210918115,0.8759305210918115,1.0004414941423188,1.1046979865771809,1.0677749360613809,1.1009790746784411,1.0678391959798994,1.1046979865771809,1.1317073170731708,1.0
2.015743523686847,4.923938679245283,2.1497573579590497,1.6297860202090868,2.0809006196549658,1.697682944713301,1.8819126275790448,0.020079383609619427,2.1064890882516,0.7821268673256794,2.1064890882516,0.9342831264964035,0.9342831264964035,2.185330784088027,2.210388053610824,1.0495951417004048,2.2927130898021306,1.406657963446475,2.210388053610824,1.0659898477157361,1.0
0.7644927536231884,1.0384615384615383,0.6957535420361477,1.3644826911793468,1.3241344915007691,1.1537037037037037,1.2719801831054278,0.0,1.282811824560237,1.2155830481705712,1.282811824560237,0.2611540749553837,0.2611540749553837,1.3258830247165347,1.1174318030605457,0.870935467733867,1.1653568060358377,0.8545016077170419,1.1174318030605457,1.625802685347344,1.0
