delta_INTINCY,delta_NIMY,delta_NONIIAY,delta_NONIXAY,delta_ELNATRY,delta_NOIJY,delta_ROA,delta_ROAPTX,delta_ROE,delta_ROEINJR,delta_NTLNLSR,delta_ELNANTR,delta_EEFFR,delta_ASTEMPM,delta_ERNASTR,delta_LNATRESR,delta_LNRESNCR,delta_NPERFV,delta_NCLNLSR,delta_LNLSNTV,delta_LNLSDEPR,delta_DEPDASTR,delta_EQV,delta_RBC1AAJ,delta_RBCRWAJ,FAIL?
0.9654377880184332,0.8641188959660298,0.6842105263157896,0.7168949771689498,0.62,1.1914893617021278,1.1914893617021278,1.0305676855895196,1.3264123611781746,2.270718232044199,0.5,0.8571415384615385,0.8475261655566129,1.5141492027860215,1.0021220159151194,0.7857142857142857,0.0,0.0,0.0,1.016467403564178,1.1484407484407484,0.8851213888512139,0.843201754385965,0.8335301062573789,0.8471337579617835,1.0
1.1886559802712702,1.360655737704918,1.235632183908046,1.0342205323193918,2.7090909090909094,1.286153846153846,1.2969230769230768,1.24438202247191,-0.0,-16.128259041211102,2.194570135746606,1.1961518460738432,0.7936913074885624,0.6460495019345824,1.0149004781496718,1.96,2.8959338387319087,0.813953488372093,0.6768115942028985,1.0790229885057472,0.9709953062943796,1.111231687466088,-4.7846153846153845,0.3089700996677741,0.488,1.0
1.2958876629889668,1.28125,0.8239700374531836,1.2972367438386856,0.0,1.5099206349206349,1.5099206349206349,1.5129224652087474,1.2867937169656811,1.2867937169656811,0.0,0.0,1.1965582145738105,0.9425634680815635,0.8674367436743674,1.2186732186732183,3.5952303168899054,0.532258064516129,0.33909774436090223,0.9024767801857584,0.8820768553828101,1.0230079155672824,0.5268065268065267,0.5567282321899736,0.6405529953917051,1.0
1.0247933884297522,0.988,1.0708661417322836,1.2191780821917808,10.62814070351759,47.75609756097561,61.18749999999999,42.367346938775505,131.5606796116505,131.5606796116505,16.1,0.6699841664781724,1.2198089755331676,0.7393888494088754,0.9694425789120216,0.0,0.0,1.2222222222222219,1.5534591194968554,1.013724951962668,0.9109927729174592,1.1125662950535773,-0.5121255349500713,-0.4120879120879121,-0.4172380019588638,1.0
1.0241206030150751,0.9590316573556796,1.0,1.0141509433962264,2.685714285714286,-0.625,-0.625,-0.9069767441860466,-0.6579536967886482,-1.41241890639481,-0.100418410041841,-25.442168674698795,1.071786751121668,1.1156176591222646,0.9657310704960836,2.358649789029536,0.2272357250843121,10.287878787878787,10.369565217391305,0.9970229234891336,0.9910547396528704,1.0062444246208742,0.9054621848739496,0.9036885245901641,0.8765759787657599,1.0
0.9780092592592592,0.9039215686274512,1.0,1.2632423756019262,0.16564417177914112,1.1580882352941175,1.1580882352941175,1.3070539419087135,1.5103828682673588,1.5103828682673588,-0.0025906735751295338,-45.018007202881144,1.3867015046400577,1.1148275240616292,0.9932958477508649,1.0173310225303294,0.5844878147436545,1.5754923413566742,1.7397260273972603,1.0887082204155374,1.073238973008558,1.014158709252552,0.7732843137254901,0.7890724269377383,0.7821038251366119,1.0
1.0337078651685392,1.0647482014388492,1.7215189873417722,0.861842105263158,1.056818181818182,2.1578947368421053,2.1206896551724137,2.6911764705882346,2.2392996108949417,4.483050847457627,0.3982300884955753,2.53728362183755,0.7353562801932367,1.0362323254951749,1.0191223610036475,1.4100719424460433,4.913857031991032,0.2823529411764706,0.2833333333333334,1.0526797984425105,1.019589552238806,1.0324734843524943,1.042573320719016,1.063985374771481,1.0089988751406074,1.0
1.0240384615384617,0.9640883977900552,1.0,0.8654434250764526,0.0,0.8105095541401274,0.8105095541401274,0.8105095541401274,1.0491108588724931,1.0491108588724931,-0.0,0.0,0.9002847975774181,1.4655809998417957,0.9714724599517228,1.2857142857142856,0.0,0.0,0.0,1.1155306156131377,1.094496855345912,1.0191036002939016,0.4752475247524752,0.4645476772616137,0.5639686684073107,1.0
1.1616038882138515,1.2857142857142858,17.900000000000006,1.1271604938271609,4.979381443298968,-0.11313868613138685,-0.1989051094890511,-0.1989051094890511,-0.4743530852855611,-0.4743530852855611,1.9428571428571428,2.695767195767196,0.2782909930715935,1.1278896346010439,0.9923413566739606,1.0098765432098766,2.385392385392385,0.37179487179487175,0.4231257941550191,0.8774057900695456,0.8396605627512281,1.0447534216815122,0.4464993394980185,0.5035260930888575,0.4441141498216409,1.0
1.180089485458613,-3.2764227642276427,0.6961832061068702,2.0932835820895517,0.5362318840579711,6.1104651162790695,23.79545454545455,13.120481927710845,-0.0,-186.4652567975831,1.5117903930131005,0.5113679280912456,5.350879604178119,1.2583369059573062,0.7794143744454304,0.7124183006535948,1.7766002543450614,0.4437086092715232,0.40061633281972253,1.0560747663551404,0.8679971988795518,1.2165732586068856,-0.8422641509433962,-0.05434782608695651,-0.05775764439411098,1.0
