delta_NUMEMP,delta_ASSET,delta_CHBAL,delta_CHBALI,delta_SC,delta_FREPO,delta_LNLSNET,delta_LNATRES,delta_TRADE,delta_BKPREM,delta_ORE,delta_INTAN,delta_LIABEQ,delta_LIAB,delta_DEP,delta_DEPI,delta_DEPDOM,delta_FREPP,delta_TRADEL,delta_SUBND,delta_EQTOT,delta_EQ,delta_EQPP,delta_EQCS,delta_EQSUR,delta_EQUPTOT,delta_EQCONSUB,delta_NCLNLS,delta_NCGTYPAR,delta_OAIENC,delta_ERNAST,delta_ASSTLT,delta_ASSET5,delta_ASSET2,delta_RWAJT,delta_AVASSETJ,delta_OALIFINS,delta_OALIFGEN,delta_OALIFSEP,delta_OALIFHYB,delta_VOLIAB,delta_LNEXAMT,delta_UCLN,delta_RBCT1J,delta_RBCT2,delta_UC,delta_OBSDIR,delta_INTINC,delta_EINTEXP,delta_NIM,delta_ELNATR,delta_NONII,delta_IFIDUC,delta_ISERCHG,delta_IGLTRAD,delta_NONIX,delta_ESAL,delta_EPREMAGG,delta_IGLSEC,delta_ITAX,delta_IBEFXTR,delta_EXTRA,delta_NETINBM,delta_NETIMIN,delta_NETINC,delta_NTLNLS,delta_EQCDIV,delta_EQCSTKRX,delta_NOIJ,FAIL?
1.0666666666666669,1.6150924829717554,1.3012583271650628,0.0,1.2482815507286225,0.0,1.6417064076996446,1.2887864823348694,0.0,2.2577962577962576,0.0,1.1981481481481482,1.6150924829717554,1.640539351695202,1.4294144632579864,1.5042861931899814,1.4294144632579864,1.1736507936507936,0.0,0.0,1.3614904737818243,1.3614904737818243,0.0,1.0,1.0,1.9197769197769199,0.0,0.0,0.0,2.0388471177944862,1.6183648168085871,3.2024021352313166,1.6279019076737076,1.6586866671717302,1.6557446779316831,1.701068985426107,0.0,0.0,0.0,0.0,2.5444842513808035,1.4737704918032788,1.8588678061784536,1.4190948543087414,1.2887864823348694,1.8588678061784536,0.0,1.1887645798619375,1.337669094693028,1.063185607722685,0.75,0.8338983050847457,0.0,0.9166666666666666,0.0,0.8734513274336283,0.8659305993690851,1.7926829268292683,0.0,0.3584905660377358,1.4516460905349795,0.0,0.0,0.0,1.4516460905349795,0.875,1.2331670822942644,0.0,1.4516460905349795,1.0
1.0526315789473684,1.4070891387886932,1.40912886167548,1.934110787172012,2.490137043189369,0.8214443952148871,1.3167080735636494,1.0776255707762556,0.0,0.7820512820512819,0.0,0.0,1.4070891387886932,1.4633660937010131,1.3428790450637902,1.307992967467271,1.3428790450637902,0.0,0.0,0.0,1.047241349254772,1.047241349254772,0.0,1.0,1.0,1.1008747440908244,0.0,0.0768566493955095,0.0,1.3664921465968587,1.4615929796528484,2.876059044458031,1.3765572375858008,1.3765572375858008,0.0,1.4037625937067275,0.6448321263989467,0.6448321263989467,0.0,0.0,2.6977186311787067,0.9620893007582142,1.3542439572793703,1.0571377555575394,0.0,1.3542439572793703,0.0,1.2796780684104627,0.9644970414201184,1.3442424242424242,0.6575342465753424,1.6896551724137931,0.0,0.5,0.0,1.3465909090909092,1.156010230179028,2.130434782608696,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.9433962264150944,0.0,2.729032258064516,0.0
0.8666666666666667,0.816888339004021,1.1734772552043176,0.0,0.979328165374677,0.0,0.7371528886051708,0.9060150375939848,0.0,0.9510567296996664,0.8375634517766497,0.0,0.816888339004021,0.8342130776688571,0.8356909684439608,0.9673941625032868,0.8356909684439608,0.0,0.0,0.0,0.4302884615384616,0.4302884615384616,0.0,1.5,1.055984555984556,1.1887483355525963,0.0,0.2520138089758343,0.0,0.5517241379310345,0.7086346235644406,0.9202279202279202,0.7655520269008033,0.8178416404729831,0.7787413467589681,0.7727810650887574,0.0,0.0,0.0,0.0,0.0,0.0,1.332688588007737,0.4302884615384616,0.7821782178217822,1.332688588007737,0.0,0.4629156010230179,0.5,0.4572271386430679,0.0,0.3146853146853147,0.0,0.40384615384615385,0.0,0.496513249651325,0.5723270440251572,0.5371900826446281,0.0,0.0,0.5777777777777777,0.0,0.0,0.0,0.5777777777777777,0.0,0.0,0.0,0.5777777777777777,1.0
0.8723404255319149,1.1495477129289402,1.6163944240143675,1.7127823281211219,1.2811499131776962,0.0,1.0826884832732786,1.0009337068160598,0.0,0.916178880824163,0.0,0.7048997772828508,1.1495477129289402,1.1630041036286525,1.1356367416341395,0.9608683499487559,1.1356367416341395,0.0,0.0,0.0,1.0428812728164334,1.0428812728164334,0.0,1.0,1.0,1.7516714422158548,0.0,0.5584415584415584,0.0,0.7121896162528216,1.1557495414156922,2.46338329764454,1.1251391005636595,1.1251391005636595,1.0740476100936407,1.115779820970935,0.0,0.0,0.0,0.0,0.4566221765913758,0.9454103570760892,0.9911656850761196,1.058087273141037,1.0009337068160598,0.9911656850761196,0.0,0.9069069069069068,0.3809523809523809,1.0007077140835103,0.0,0.8953488372093024,0.0,0.4166666666666667,0.0,0.8764320785597381,0.8868175765645806,0.9071428571428573,0.0,0.0,1.44043321299639,0.0,1.44043321299639,0.0,1.44043321299639,0.3333333333333333,1.06,0.0,1.44043321299639,0.0
1.1333333333333333,0.83797402933006,1.06875,1.0,0.8050361505858888,0.02884615384615385,0.849403732765882,0.0,0.0,1.0248833592534992,0.696078431372549,0.0,0.83797402933006,0.9335116545662973,0.9323799867137512,0.9126849894291756,0.9323799867137512,0.0,0.0,0.0,-0.4288346384154768,-0.4288346384154768,0.0,1.0,1.0,-42.690140845070424,0.0,1.2994505494505495,0.0,0.9233226837060704,0.8123870127991901,0.9657814096016344,0.9906294538149918,0.9270661565859772,0.834451466537028,0.9635788849738204,0.0,0.0,0.0,0.0,0.7121313672922251,0.5353535353535354,2.4555084745762707,-0.3966530981456355,0.0,2.4555084745762707,0.0,0.6708259061200238,0.7057971014492753,0.6465256797583081,7.024830699774268,0.7042253521126759,0.0,0.7448979591836735,0.0,0.8043032786885246,0.6126760563380281,0.7016129032258065,0.030303030303030307,4.578947368421051,40.56338028169015,0.0,0.0,0.0,40.56338028169015,10.48502994011976,0.0,0.0,31.16214169821525,1.0
0.9222520107238604,1.1229205112315503,15.552604846901755,385.14713541666674,0.7423091457660137,0.0,1.0457803637054706,1.103953322219576,0.0,0.8817813446634407,0.8543046357615894,0.9591391991283028,1.1229205112315503,1.1204579594061637,1.2851098807169938,1.181363549317406,1.2851098807169938,1.6401653831586918,0.0,0.0,1.1501320204631718,1.1501320204631718,0.0,1.0,1.0,1.2770566066466176,0.0,0.6216735253772291,0.0,0.8440005256932579,1.1345077895438516,0.6776621613358899,1.0959221602278508,1.0959221602278508,0.9563617531181612,1.0866406494107417,1.0054110227191284,1.0180091683038637,0.0,0.9168105929763959,1.2224385209855406,5.322870745900193,1.2772025489889562,1.0979474102253248,1.103953322219576,1.2772025489889562,1.67615532050827,0.9270656651320572,0.4839010732617826,1.0824742268041236,-15.382352941176471,1.3714496495758022,1.2161100196463654,0.8467432950191571,0.0,1.0049495526365886,1.009626955475331,0.9758179231863442,0.0,2.4568965517241383,1.4693306184779842,0.0,1.4693306184779842,0.0,1.4693306184779842,-4.545454545454546,1.3,0.0,1.4693306184779842,0.0
0.9285714285714286,1.035930683470674,0.9372876119864072,0.0,0.9212010288880096,0.0,1.0329587069074375,2.5238095238095237,0.0,0.9028776978417268,0.8260869565217391,0.0,1.035930683470674,1.0461923767176493,1.0423338332860406,1.0381553664562173,1.0423338332860406,0.0,0.0,0.0,0.938375350140056,0.938375350140056,0.0,1.0,1.0515198351365276,0.5597978663672094,0.0,11.105566218809981,0.0,1.0355871886120998,1.0004482590409889,0.9218860580325547,1.0611008966912534,1.0461228282190334,1.102608131799515,1.0527694565388768,0.0,0.0,0.0,0.0,1.0714818035026703,1.0020876826722338,1.7126436781609196,0.9514285714285714,1.1345108695652173,1.7126436781609196,0.0,0.7097005558544021,0.7623685235683677,0.6647840531561462,1.904942965779468,0.7098591549295775,0.0,0.5016393442622951,0.0,0.7176470588235294,0.6744868035190615,0.5728155339805825,0.0,-1.208955223880597,-0.44415584415584414,0.0,0.0,0.0,-0.44415584415584414,-0.07487179487179488,1.6666666666666667,0.0,-0.44415584415584414,1.0
0.9090909090909092,1.149881852863913,1.4642992066490366,1.873236677115988,1.2682966775854,0.0,0.8497129348193178,0.9678068410462776,0.0,0.8292682926829268,1.4189189189189189,0.0,1.149881852863913,1.1628743905270489,1.163801416553054,1.0932035815059211,1.163801416553054,0.0,0.0,0.0,1.0991912002588158,1.0991912002588158,0.0,1.0,1.0,1.1425383542538354,0.0,0.8909090909090909,0.0,1.037037037037037,1.1728457193983113,1.2260260607506015,1.1578091825902337,1.1578091825902337,0.0,1.182642400182401,0.0,0.0,0.0,0.0,1.0285459411239963,0.0,1.4385964912280702,1.0421357349630107,0.0,1.4385964912280702,0.0,0.8264781491002571,0.9863013698630136,0.8099290780141843,0.0,1.0410958904109588,0.0,0.6842105263157895,0.0,0.8902255639097745,0.8394736842105263,1.0,0.0,0.0,0.4782608695652174,0.0,0.4782608695652174,0.0,0.4782608695652174,-0.3333333333333333,0.0,0.0,0.4867256637168141,0.0
0.8059701492537313,0.8985177059601159,1.2845786963434025,0.0,0.9821501250072678,0.35869565217391297,0.978099593495935,0.9962671090833679,0.0,0.7374100719424459,0.5481481481481482,0.16,0.8985177059601159,0.9166794278888856,0.9113179586922292,0.8946922941280198,0.9113179586922292,0.0,0.0,0.0,0.6941764300482426,0.6941764300482426,0.0,0.9992025518341308,1.0,1.36710171949451,0.0,1.70467596390484,0.0,1.0436507936507935,0.892501406651561,0.9178343949044586,0.8798762688973114,0.8921237169280802,0.9347088216245856,0.8951045074014525,0.0,0.0,0.0,0.0,0.8970189701897019,0.19921875,0.8136503067484663,0.7059341433350942,0.9384057971014492,0.8136503067484663,0.0,0.5700996677740864,0.6320907617504052,0.527027027027027,0.096051227321238,0.5845824411134903,0.0,0.656957928802589,0.0,0.7406993006993007,0.6148648648648649,0.6810865191146881,0.0,0.0,0.6796925048046124,0.0,0.0,0.0,0.6796925048046124,-0.0021337126600284497,0.0,0.0,0.6796925048046124,1.0
1.08868501529052,1.3138924467558701,2.498013839056894,2.6415331285775427,1.3115047770700636,0.0,1.0782848604338968,1.4641272902603664,0.0,1.18670608848007,2.7313432835820897,1.0676302640970736,1.3138924467558701,1.3644373468606916,1.3497269128626548,1.3140735066685412,1.3497269128626548,1.7868713994888898,0.0,0.0,1.107028414393861,1.107028414393861,0.0,1.0,2.18868670886076,1.031603083502138,0.0,0.8619289340101522,0.0,0.9470540002342744,1.3264313263032856,1.4301282006788318,1.2945847862066957,1.2945847862066957,0.0,1.2872512599734471,1.1390187927600242,1.1530059320100388,1.0408376963350785,1.1000098338086342,1.6858665475316719,1.1013371858621153,1.3259716205531855,1.1026607105053716,0.0,1.3259716205531855,0.0,0.9004853154550457,0.2071069633883704,1.0127899540724377,0.0,1.9290434782608696,1.1554487179487178,0.8657718120805369,0.0,1.1862181330266437,1.1757506527415145,1.735926305015353,-0.1956521739130435,1.1745061147695202,1.0690293573128802,0.0,1.0690293573128802,0.0,1.0690293573128802,-1290.2857142857142,0.0,0.0,1.0751362671181,0.0
