delta_ASSET,delta_ASSET2,delta_ASSET5,delta_ASSTLT,delta_ASTEMPM,delta_AVASSETJ,delta_BKPREM,delta_CHBAL,delta_CHBALI,delta_DEP,delta_DEPDASTR,delta_DEPDOM,delta_DEPI,delta_EEFFR,delta_EINTEXP,delta_ELNANTR,delta_ELNATR,delta_ELNATRY,delta_EPREMAGG,delta_EQ,delta_EQCDIV,delta_EQCONSUB,delta_EQCS,delta_EQCSTKRX,delta_EQPP,delta_EQSUR,delta_EQTOT,delta_EQUPTOT,delta_EQV,delta_ERNAST,delta_ERNASTR,delta_ESAL,delta_EXTRA,delta_FREPO,delta_FREPP,delta_IBEFXTR,delta_IFIDUC,delta_IGLSEC,delta_IGLTRAD,delta_INTAN,delta_INTINC,delta_INTINCY,delta_ISERCHG,delta_ITAX,delta_LIAB,delta_LIABEQ,delta_LNATRES,delta_LNATRESR,delta_LNEXAMT,delta_LNLSDEPR,delta_LNLSNET,delta_LNLSNTV,delta_LNRESNCR,delta_NCGTYPAR,delta_NCLNLS,delta_NCLNLSR,delta_NETIMIN,delta_NETINBM,delta_NETINC,delta_NIM,delta_NIMY,delta_NOIJ,delta_NOIJY,delta_NONII,delta_NONIIAY,delta_NONIX,delta_NONIXAY,delta_NPERFV,delta_NTLNLS,delta_NTLNLSR,delta_NUMEMP,delta_OAIENC,delta_OALIFGEN,delta_OALIFHYB,delta_OALIFINS,delta_OALIFSEP,delta_OBSDIR,delta_ORE,delta_RBC1AAJ,delta_RBCRWAJ,delta_RBCT1J,delta_RBCT2,delta_ROA,delta_ROAPTX,delta_ROE,delta_ROEINJR,delta_RWAJT,delta_SC,delta_SUBND,delta_TRADE,delta_TRADEL,delta_UC,delta_UCLN,delta_VOLIAB,FAIL?
0.7480573180295145,0.7846206473530244,0.8900679437576672,0.0,0.6460495019345824,0.7486087990487514,0.0,0.5125858123569794,0.5170055101653049,0.8312873942644935,1.111231687466088,0.8312873942644935,0.8312873942644935,0.7936913074885624,3.635514018691589,1.1961518460738432,9.634285714285713,2.7090909090909094,4.254098360655738,-3.577696526508227,0.0,0.0,0.0,0.0,0.0,0.0,-3.577696526508227,-3.577696526508227,-4.7846153846153845,0.7591956452806258,1.0149004781496718,4.7818930041152266,0.0,0.0,0.0,4.616835994194486,0.0,0.0,0.0,0.0,4.130769230769231,1.1886559802712702,0.0,2.4923076923076923,0.8050272066258969,0.7480573180295145,1.598159509202454,1.96,2.9222222222222216,0.9709953062943796,0.8071574896020858,1.0790229885057472,2.8959338387319087,0.0,0.5518469069870939,0.6768115942028985,0.0,0.0,4.616835994194486,4.732954545454546,1.360655737704918,4.575471698113208,1.286153846153846,4.413043478260869,1.235632183908046,3.6816143497757854,1.0342205323193918,0.813953488372093,8.054945054945055,2.194570135746606,1.1578947368421053,0.9282511210762332,0.0,0.0,0.0,0.0,0.0,1.8461538461538465,0.3089700996677741,0.488,0.2314375987361769,0.8987730061349694,1.2969230769230768,1.24438202247191,-0.0,-16.128259041211102,0.7562869357475167,0.013774104683195593,0.0,0.0,0.0,0.026881720430107527,0.026881720430107527,0.7086472065285625,1.0
1.36610109134179,1.337943070506593,1.337943070506593,1.8395186554176128,1.1418158375394074,1.333307148468185,1.5168495297805642,0.8635812260893907,0.8344058344058344,1.2703761261734254,0.9298839458413928,1.2703761261734254,1.34004028028904,0.8322656776803775,1.160377358490566,0.0,0.0,0.0,1.5752212389380533,1.268291544100481,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,1.268291544100481,1.7424731877503554,0.9290322580645162,1.3763868013966287,1.0074539452667448,1.368586387434555,0.0,4.597283085013147,1.0199898785425099,2.0707964601769917,0.0,2.732394366197183,0.0,1.3701657458563536,1.4282761471682512,1.060267857142857,0.65,1.0,1.3761311946372996,1.36610109134179,0.9886071297317164,0.7816091954022989,1.21086508753862,0.99888212644392,1.2689990218454517,0.9288288288288288,0.3595728354009464,0.0,2.749425287356322,2.1785714285714284,0.0,2.0707964601769917,2.0707964601769917,1.4688243693479297,1.0925449871465296,2.0211416490486256,1.5121951219512195,3.0,2.25,1.3489884393063585,1.008298755186722,1.1875,-2.0,-1.0,1.1964285714285714,1.1381267738883634,1.0609340549208257,0.0,1.0609340549208257,0.0,3.1155378486055776,0.0,0.9287257019438444,0.9390602055800292,1.238391552349974,1.25,1.5480225988700569,1.5480225988700569,1.600416233090531,9.954751131221721,1.3191441008338725,1.6171609774295839,0.0,0.0,0.0,1.4734802615645437,1.4734802615645437,1.5207525583169137,0.0
0.816888339004021,0.8178416404729831,0.7655520269008033,0.9202279202279202,0.9425634680815635,0.7727810650887574,0.9510567296996664,1.1734772552043176,0.0,0.8356909684439608,1.0230079155672824,0.8356909684439608,0.9673941625032868,1.1965582145738105,0.5,0.0,0.0,0.0,0.5371900826446281,0.4302884615384616,0.0,0.0,1.5,0.0,0.0,1.055984555984556,0.4302884615384616,1.1887483355525963,0.5268065268065267,0.7086346235644406,0.8674367436743674,0.5723270440251572,0.0,0.0,0.0,0.5777777777777777,0.0,0.0,0.0,0.0,0.4629156010230179,1.2958876629889668,0.40384615384615385,0.0,0.8342130776688571,0.816888339004021,0.9060150375939848,1.2186732186732183,0.0,0.8820768553828101,0.7371528886051708,0.9024767801857584,3.5952303168899054,0.0,0.2520138089758343,0.33909774436090223,0.0,0.0,0.5777777777777777,0.4572271386430679,1.28125,0.5777777777777777,1.5099206349206349,0.3146853146853147,0.8239700374531836,0.49651324965132504,1.2972367438386856,0.532258064516129,0.0,0.0,0.8666666666666667,0.5517241379310345,0.0,0.0,0.0,0.0,0.0,0.8375634517766497,0.5567282321899736,0.6405529953917051,0.4302884615384616,0.7821782178217822,1.5099206349206349,1.5129224652087474,1.2867937169656811,1.2867937169656811,0.7787413467589681,0.979328165374677,0.0,0.0,0.0,1.332688588007737,1.332688588007737,0.0,1.0
1.1495477129289402,1.1251391005636595,1.1251391005636595,2.46338329764454,1.317774207503907,1.115779820970935,0.916178880824163,1.6163944240143675,1.712782328121122,1.1356367416341395,0.9879314234152944,1.1356367416341395,0.960868349948756,0.878125392637266,0.3809523809523809,0.0,0.0,0.0,0.9071428571428573,1.0428812728164334,1.06,0.0,1.0,0.0,0.0,1.0,1.0428812728164334,1.7516714422158548,0.9071428571428573,1.1557495414156922,1.0053282182438192,0.8868175765645806,0.0,0.0,0.0,1.44043321299639,0.0,0.0,0.0,0.7048997772828508,0.9069069069069068,0.8004640371229699,0.4166666666666667,0.0,1.1630041036286525,1.1495477129289402,1.0009337068160598,0.9326923076923076,0.9454103570760891,0.9533752860411898,1.0826884832732786,0.9417741935483872,1.792367641560981,0.0,0.5584415584415584,0.5,0.0,1.44043321299639,1.44043321299639,1.0007077140835103,0.8825136612021858,1.44043321299639,1.2835820895522387,0.8953488372093024,0.8095238095238096,0.8764320785597381,0.777027027027027,0.24324324324324326,0.3333333333333333,0.0,0.8723404255319149,0.7121896162528216,0.0,0.0,0.0,0.0,0.0,0.0,0.9484536082474226,0.982316029663434,1.058087273141037,1.0009337068160598,1.2835820895522387,1.343283582089552,1.3838550247116972,1.5902061855670104,1.0740476100936407,1.2811499131776962,0.0,0.0,0.0,0.9911656850761196,0.9911656850761196,0.4566221765913758,0.0
0.83797402933006,0.9270661565859772,0.9906294538149918,0.9657814096016344,0.7393888494088754,0.9635788849738204,1.0248833592534992,1.06875,1.0,0.9323799867137512,1.1125662950535773,0.9323799867137512,0.9126849894291756,1.2198089755331676,0.7057971014492753,0.6699841664781724,7.0248306997742676,10.62814070351759,0.7016129032258065,-0.4288346384154768,0.0,0.0,1.0,0.0,0.0,1.0,-0.4288346384154768,-42.69014084507042,-0.5121255349500713,0.8123870127991901,0.9694425789120216,0.6126760563380281,0.0,0.02884615384615385,0.0,40.56338028169015,0.0,0.030303030303030307,0.0,0.0,0.6708259061200238,1.0247933884297522,0.7448979591836735,4.578947368421051,0.9335116545662973,0.83797402933006,0.0,0.0,0.5353535353535354,0.9109927729174592,0.849403732765882,1.013724951962668,0.0,0.0,1.2994505494505495,1.5534591194968554,0.0,0.0,40.56338028169015,0.6465256797583081,0.988,31.16214169821525,47.75609756097561,0.7042253521126759,1.0708661417322836,0.8043032786885246,1.2191780821917808,1.2222222222222219,10.48502994011976,16.1,1.1333333333333333,0.9233226837060704,0.0,0.0,0.0,0.0,0.0,0.696078431372549,-0.4120879120879121,-0.4172380019588638,-0.3966530981456355,0.0,61.18749999999999,42.367346938775505,131.5606796116505,131.5606796116505,0.834451466537028,0.8050361505858888,0.0,0.0,0.0,2.4555084745762707,2.4555084745762707,0.7121313672922251,1.0
1.1229205112315503,1.0959221602278508,1.0959221602278508,0.6776621613358899,1.2175853217714194,1.0866406494107417,0.8817813446634407,15.552604846901755,385.14713541666674,1.2851098807169938,1.1444596443228454,1.2851098807169938,1.181363549317406,0.8865157340168018,0.4839010732617826,3.384127600375296,-15.382352941176471,-11.0,0.9758179231863442,1.1501320204631718,1.3,0.0,1.0,0.0,0.0,1.0,1.1501320204631718,1.2770566066466176,1.0240963855421683,1.1345077895438516,1.0103070646338843,1.009626955475331,0.0,0.0,1.6401653831586918,1.4693306184779842,1.2161100196463654,0.0,0.0,0.9591391991283028,0.9270656651320572,0.8425,0.8467432950191571,2.4568965517241383,1.1204579594061637,1.1229205112315503,1.1039533222195759,1.0547945205479452,5.322870745900193,0.8137962128043282,1.0457803637054706,0.931236509404872,1.77578125,0.0,0.6216735253772291,0.59375,0.0,1.4693306184779842,1.4693306184779842,1.0824742268041236,0.9797979797979798,1.4693306184779842,1.3370786516853932,1.3714496495758022,1.2622950819672132,1.0049495526365886,0.915966386554622,0.5777777777777778,-4.545454545454546,0.0,0.9222520107238604,0.8440005256932579,1.0180091683038637,0.916810592976396,1.0054110227191284,0.0,1.67615532050827,0.8543046357615894,1.0097919216646267,1.1488486842105263,1.0979474102253248,1.1039533222195759,1.3370786516853932,1.4444444444444444,1.275735294117647,1.3255240443896426,0.9563617531181612,0.7423091457660137,0.0,0.0,0.0,1.2772025489889562,1.2772025489889562,1.2224385209855406,0.0
1.035930683470674,1.0461228282190334,1.0611008966912534,0.9218860580325547,1.1156176591222646,1.0527694565388768,0.9028776978417268,0.9372876119864072,0.0,1.0423338332860406,1.0062444246208742,1.0423338332860406,1.0381553664562173,1.071786751121668,0.7623685235683677,-25.442168674698795,1.904942965779468,2.685714285714286,0.5728155339805825,0.9383753501400559,1.6666666666666667,0.0,1.0,0.0,0.0,1.0515198351365276,0.9383753501400559,0.5597978663672094,0.9054621848739496,1.000448259040989,0.9657310704960836,0.6744868035190615,0.0,0.0,0.0,-0.44415584415584414,0.0,0.0,0.0,0.0,0.7097005558544021,1.0241206030150751,0.5016393442622951,-1.208955223880597,1.0461923767176493,1.035930683470674,2.523809523809524,2.358649789029536,1.0020876826722338,0.9910547396528704,1.0329587069074375,0.9970229234891336,0.2272357250843121,0.0,11.105566218809981,10.369565217391305,0.0,0.0,-0.44415584415584414,0.6647840531561462,0.9590316573556796,-0.44415584415584414,-0.625,0.7098591549295775,1.0,0.7176470588235294,1.0141509433962264,10.287878787878787,-0.07487179487179488,-0.100418410041841,0.9285714285714286,1.0355871886120998,0.0,0.0,0.0,0.0,0.0,0.8260869565217391,0.9036885245901641,0.8765759787657599,0.9514285714285714,1.1345108695652173,-0.625,-0.9069767441860466,-0.6579536967886482,-1.41241890639481,1.102608131799515,0.9212010288880096,0.0,0.0,0.0,1.7126436781609196,1.7126436781609196,1.0714818035026703,1.0
1.149881852863913,1.1578091825902337,1.1578091825902337,1.2260260607506015,1.2648700381503049,1.182642400182401,0.8292682926829268,1.4642992066490366,1.8732366771159876,1.163801416553054,1.0120906801007556,1.163801416553054,1.0932035815059211,1.0704258306036498,0.9863013698630136,0.0,0.0,0.0,1.0,1.0991912002588158,0.0,0.0,1.0,0.0,0.0,1.0,1.0991912002588158,1.1425383542538354,0.9558823529411764,1.1728457193983113,1.0199089272476969,0.8394736842105263,0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.8264781491002571,0.7011494252873564,0.6842105263157895,0.0,1.1628743905270489,1.149881852863913,0.9678068410462776,1.1315136476426797,0.0,0.7303199593702387,0.8497129348193178,0.7390470099136552,1.0863064937364435,0.0,0.8909090909090909,1.022222222222222,0.0,0.4782608695652174,0.4782608695652174,0.8099290780141843,0.6878172588832487,0.4867256637168141,0.4166666666666667,1.0410958904109588,0.8974358974358974,0.8902255639097745,0.7677053824362606,0.9583333333333334,-0.3333333333333333,-0.4,0.9090909090909092,1.037037037037037,0.0,0.0,0.0,0.0,0.0,1.4189189189189189,0.8810551558752997,0.0,1.0421357349630107,0.0,0.4098360655737705,0.4098360655737705,0.4177631578947368,0.4177631578947368,0.0,1.2682966775853999,0.0,0.0,0.0,1.4385964912280702,1.4385964912280702,1.0285459411239963,0.0
0.8985177059601159,0.8921237169280802,0.8798762688973114,0.9178343949044586,1.1148275240616292,0.8951045074014525,0.7374100719424459,1.2845786963434025,0.0,0.9113179586922292,1.014158709252552,0.9113179586922292,0.8946922941280198,1.3867015046400577,0.6320907617504052,-45.018007202881144,0.09605122732123801,0.16564417177914112,0.6810865191146881,0.6941764300482426,0.0,0.0,0.9992025518341308,0.0,0.0,1.0,0.6941764300482426,1.36710171949451,0.7732843137254901,0.892501406651561,0.9932958477508649,0.6148648648648649,0.0,0.35869565217391297,0.0,0.6796925048046124,0.0,0.0,0.0,0.16,0.5700996677740864,0.9780092592592592,0.656957928802589,0.0,0.9166794278888856,0.8985177059601159,0.996267109083368,1.0173310225303294,0.19921875,1.073238973008558,0.978099593495935,1.0887082204155374,0.5844878147436545,0.0,1.70467596390484,1.7397260273972603,0.0,0.0,0.6796925048046124,0.527027027027027,0.9039215686274512,0.6796925048046124,1.1580882352941175,0.5845824411134903,1.0,0.7406993006993007,1.2632423756019262,1.5754923413566742,-0.0021337126600284497,-0.0025906735751295338,0.8059701492537313,1.0436507936507935,0.0,0.0,0.0,0.0,0.0,0.5481481481481482,0.7890724269377383,0.7821038251366119,0.7059341433350942,0.9384057971014492,1.1580882352941175,1.3070539419087135,1.5103828682673588,1.5103828682673588,0.9347088216245856,0.9821501250072678,0.0,0.0,0.0,0.8136503067484663,0.8136503067484663,0.8970189701897019,1.0
1.31389244675587,1.2945847862066957,1.2945847862066957,1.4301282006788318,1.2068618822729484,1.2872512599734471,1.18670608848007,2.498013839056894,2.6415331285775427,1.3497269128626548,1.0273280663126538,1.3497269128626548,1.3140735066685412,1.0294174569382621,0.2071069633883704,0.0,0.0,0.0,1.735926305015353,1.107028414393861,0.0,0.0,1.0,0.0,0.0,2.18868670886076,1.107028414393861,1.031603083502138,0.8421588594704683,1.3264313263032856,1.009510725985417,1.1757506527415145,0.0,0.0,1.7868713994888898,1.0690293573128802,1.1554487179487178,-0.1956521739130435,0.0,1.0676302640970736,0.9004853154550457,0.6850574712643679,0.8657718120805369,1.1745061147695202,1.3644373468606916,1.31389244675587,1.4641272902603664,1.3429602888086642,1.1013371858621153,0.7988904299583912,1.0782848604338968,0.8207292976468474,1.6986575481256332,0.0,0.8619289340101522,0.7857142857142858,0.0,1.0690293573128802,1.0690293573128802,1.0127899540724377,0.7727272727272727,1.0751362671181,0.8311688311688311,1.9290434782608696,1.4915254237288136,1.1862181330266437,0.92018779342723,0.675,-1290.2857142857142,0.0,1.08868501529052,0.9470540002342744,1.1530059320100388,1.1000098338086342,1.1390187927600242,1.0408376963350785,0.0,2.7313432835820897,0.8565488565488566,0.0,1.1026607105053716,0.0,0.8258064516129032,0.8434343434343434,0.9523212045169386,0.9523212045169386,0.0,1.3115047770700636,0.0,0.0,0.0,1.3259716205531855,1.3259716205531855,1.685866547531672,0.0
