delta_NOIJ,delta_ELNANTR,delta_EQSUR,delta_IBEFXTR,delta_NTLNLS,delta_ESAL,delta_LNATRESR,delta_ROA,delta_EQCDIV,delta_LNATRES,delta_NETINC,delta_SC,delta_NOIJY,delta_ROAPTX,delta_NETINBM,delta_NTLNLSR,delta_OALIFGEN,delta_DEPDASTR,delta_DEPI,delta_NPERFV,delta_DEPDOM,delta_ERNASTR,delta_DEP,delta_NONIXAY,delta_ROEINJR,delta_LNLSNET,delta_EEFFR,delta_NIM,delta_OAIENC,delta_RWAJT,delta_AVASSETJ,delta_LIAB,delta_INTINC,delta_ASSET2,delta_ROE,delta_ASSET,delta_EQUPTOT,delta_LIABEQ,delta_UC,delta_UCLN,delta_ERNAST,delta_EQTOT,delta_EQV,delta_RBCT1J,delta_RBC1AAJ,delta_EQ,delta_RBCRWAJ,FAIL?
1.4516460905349795,0.8571415384615385,1.0,1.4516460905349795,0.875,0.8659305993690851,0.7857142857142857,1.1914893617021278,1.2331670822942644,1.2887864823348694,1.4516460905349795,1.2482815507286225,1.1914893617021278,1.0305676855895196,0.0,0.5,0.0,0.8851213888512139,1.5042861931899814,0.0,1.4294144632579864,1.0021220159151194,1.4294144632579864,0.7168949771689498,2.270718232044199,1.6417064076996446,0.8475261655566129,1.063185607722685,2.0388471177944862,1.655744677931683,1.701068985426107,1.640539351695202,1.1887645798619375,1.6586866671717302,1.3264123611781746,1.6150924829717554,1.91977691977692,1.6150924829717554,1.8588678061784536,1.8588678061784536,1.6183648168085871,1.3614904737818243,0.843201754385965,1.4190948543087414,0.8335301062573789,1.3614904737818243,0.8471337579617835,1.0
4.575471698113208,1.1961518460738432,0.0,4.616835994194486,8.054945054945055,4.7818930041152266,1.96,1.2969230769230768,0.0,1.598159509202454,4.616835994194486,0.013774104683195593,1.286153846153846,1.24438202247191,0.0,2.194570135746606,0.0,1.111231687466088,0.8312873942644935,0.813953488372093,0.8312873942644935,1.0149004781496718,0.8312873942644935,1.0342205323193918,-16.128259041211102,0.8071574896020858,0.7936913074885624,4.732954545454546,0.9282511210762332,0.7562869357475167,0.7486087990487514,0.8050272066258969,4.130769230769231,0.7846206473530244,-0.0,0.7480573180295145,-3.577696526508227,0.7480573180295145,0.026881720430107527,0.026881720430107527,0.7591956452806258,-3.577696526508227,-4.7846153846153845,0.2314375987361769,0.3089700996677741,-3.577696526508227,0.488,1.0
0.5777777777777777,0.0,1.055984555984556,0.5777777777777777,0.0,0.5723270440251572,1.2186732186732183,1.5099206349206349,0.0,0.9060150375939848,0.5777777777777777,0.979328165374677,1.5099206349206349,1.5129224652087474,0.0,0.0,0.0,1.0230079155672824,0.9673941625032868,0.532258064516129,0.8356909684439608,0.8674367436743674,0.8356909684439608,1.2972367438386856,1.2867937169656811,0.7371528886051708,1.1965582145738105,0.4572271386430679,0.5517241379310345,0.7787413467589681,0.7727810650887574,0.8342130776688571,0.4629156010230179,0.8178416404729831,1.2867937169656811,0.816888339004021,1.1887483355525963,0.816888339004021,1.332688588007737,1.332688588007737,0.7086346235644406,0.4302884615384616,0.5268065268065267,0.4302884615384616,0.5567282321899736,0.4302884615384616,0.6405529953917051,1.0
31.16214169821525,0.6699841664781724,1.0,40.56338028169015,10.48502994011976,0.6126760563380281,0.0,61.18749999999999,0.0,0.0,40.56338028169015,0.8050361505858888,47.75609756097561,42.367346938775505,0.0,16.1,0.0,1.1125662950535773,0.9126849894291756,1.2222222222222219,0.9323799867137512,0.9694425789120216,0.9323799867137512,1.2191780821917808,131.5606796116505,0.849403732765882,1.2198089755331676,0.6465256797583081,0.9233226837060704,0.834451466537028,0.9635788849738204,0.9335116545662973,0.6708259061200238,0.9270661565859772,131.5606796116505,0.83797402933006,-42.69014084507042,0.83797402933006,2.4555084745762707,2.4555084745762707,0.8123870127991901,-0.4288346384154768,-0.5121255349500713,-0.3966530981456355,-0.4120879120879121,-0.4288346384154768,-0.4172380019588638,1.0
-0.44415584415584414,-25.442168674698795,1.0515198351365276,-0.44415584415584414,-0.07487179487179488,0.6744868035190615,2.358649789029536,-0.625,1.6666666666666667,2.523809523809524,-0.44415584415584414,0.9212010288880096,-0.625,-0.9069767441860466,0.0,-0.100418410041841,0.0,1.0062444246208742,1.0381553664562173,10.287878787878787,1.0423338332860406,0.9657310704960836,1.0423338332860406,1.0141509433962264,-1.41241890639481,1.0329587069074375,1.071786751121668,0.6647840531561462,1.0355871886120998,1.102608131799515,1.0527694565388768,1.0461923767176493,0.7097005558544021,1.0461228282190334,-0.6579536967886482,1.035930683470674,0.5597978663672094,1.035930683470674,1.7126436781609196,1.7126436781609196,1.000448259040989,0.9383753501400559,0.9054621848739496,0.9514285714285714,0.9036885245901641,0.9383753501400559,0.8765759787657599,1.0
0.6796925048046124,-45.018007202881144,1.0,0.6796925048046124,-0.0021337126600284497,0.6148648648648649,1.0173310225303294,1.1580882352941175,0.0,0.996267109083368,0.6796925048046124,0.9821501250072678,1.1580882352941175,1.3070539419087135,0.0,-0.0025906735751295338,0.0,1.014158709252552,0.8946922941280198,1.5754923413566742,0.9113179586922292,0.9932958477508649,0.9113179586922292,1.2632423756019262,1.5103828682673588,0.978099593495935,1.3867015046400577,0.527027027027027,1.0436507936507935,0.9347088216245856,0.8951045074014525,0.9166794278888856,0.5700996677740864,0.8921237169280802,1.5103828682673588,0.8985177059601159,1.36710171949451,0.8985177059601159,0.8136503067484663,0.8136503067484663,0.892501406651561,0.6941764300482426,0.7732843137254901,0.7059341433350942,0.7890724269377383,0.6941764300482426,0.7821038251366119,1.0
1.6513394642143142,2.53728362183755,1.0,1.6291913214990141,0.3203125,0.8117744610281924,1.4100719424460433,2.1206896551724137,1.1406649616368287,1.5072463768115942,1.6291913214990141,0.9683567727609178,2.1578947368421053,2.6911764705882346,0.0,0.3982300884955753,0.0,1.0324734843524943,0.9180926121158056,0.2823529411764706,1.0392960251961156,1.0191223610036475,1.0392960251961156,0.861842105263158,4.483050847457627,1.0596446484740287,0.7353562801932367,0.8089248277927523,1.102510460251046,1.0284397215946242,0.9762116082092416,1.001556449303333,0.7864274570982839,1.0048740906547289,2.2392996108949417,1.0066256876238835,1.0548360751370902,1.0066256876238835,0.7095073991485911,0.7095073991485911,1.0259597986238476,1.0495205984617006,1.042573320719016,1.0381572358537807,1.063985374771481,1.0495205984617006,1.0089988751406074,1.0
2.752450980392157,0.0,1.0,2.752450980392157,-0.0,2.8529411764705883,1.2857142857142856,0.8105095541401274,0.0,0.9912663755458516,2.752450980392157,0.6030534351145038,0.8105095541401274,0.8105095541401274,0.0,-0.0,0.0,1.0191036002939016,0.6828621908127208,0.0,0.7028811026237131,0.9714724599517228,0.7028811026237131,0.8654434250764526,1.0491108588724931,0.7693211488250653,0.9002847975774181,3.248826291079812,0.8,0.6777135096462826,0.6977788096896526,0.7049004657297119,3.4489795918367347,0.6908818213283082,1.0491108588724931,0.6896851763961398,1.1515352330461677,0.6896851763961398,0.29870828848223896,0.29870828848223896,0.6700225655268183,0.3281096963761019,0.4752475247524752,0.32355723746452225,0.4645476772616137,0.3281096963761019,0.5639686684073107,1.0
-0.05508474576271186,2.695767195767196,1.0,-0.09745762711864407,0.9009900990099008,0.6330935251798561,1.0098765432098766,-0.1989051094890511,0.0,1.0,-0.09745762711864407,13.257861635220126,-0.11313868613138685,-0.1989051094890511,0.0,1.9428571428571428,0.0,1.0447534216815122,1.2150104446433898,0.37179487179487175,1.178344808964493,0.9923413566739606,1.178344808964493,1.1271604938271609,-0.4743530852855611,0.9895477386934672,0.2782909930715935,0.627906976744186,1.0545454545454545,1.2454763239716597,0.9843931982296762,1.1789700147909103,0.56656346749226,1.0107025411061286,-0.4743530852855611,1.1278896346010439,1.5008291873963515,1.1278896346010439,0.0,0.0,1.119254827304868,0.5041050903119869,0.4464993394980185,0.4958949096880131,0.5035260930888575,0.5041050903119869,0.4441141498216409,1.0
3.5540685480361303,0.5113679280912456,0.0,13.943430152143845,0.6108729830368225,1.2689239204934888,0.7124183006535948,23.79545454545455,0.0,0.6238831371436676,13.943430152143845,0.427296537860502,6.1104651162790695,13.120481927710845,0.0,1.5117903930131005,0.0,1.2165732586068856,1.002766032647825,0.4437086092715232,1.0130981965037906,0.7794143744454304,1.0130981965037906,2.0932835820895517,-186.4652567975831,0.8794391102276659,5.350879604178119,-1.2096158166704112,2.1514145496535795,0.8542572051623291,0.9231645590607316,1.0670537196396035,0.4359400483081815,0.8439985592188817,-0.0,0.8327519722644781,-1.382163772384144,0.8327519722644781,0.3886215475861376,0.3886215475861376,0.6490075870705069,-0.7017355819220306,-0.8422641509433962,-0.050465769955262536,-0.05434782608695651,-0.7017355819220306,-0.05775764439411098,1.0
